第二次评审标准分极差,复议后极差,专家一标准分,专家二标准分,专家三标准分,二阶段成绩
,,49.28,55.18,55.36,159.82
,,44.02,44.91,47.27,136.2
,,33.21,32.94,30.97,97.12
,,60.41,50.7,52.4,163.51
,,36.66,21.77,28.91,87.34
,,43.59,47.69,42.39,133.67
,,49,49.83,49.16,147.99
,,35.97,34.19,33.2,103.36
,,28.36,34.3,33.87,96.53
,,49.35,50.7,58.24,158.29
,,57.57,56.13,48.64,162.34
,,43.35,43.59,51.32,138.26
,,40.32,44.9,48.77,133.99
,,45.29,49.73,49.08,144.1
,,38.47,37.84,20.59,96.9
,,55.18,48.87,58.83,162.88
,,42.41,46.98,45.36,134.75
,,52.48,54.17,48.98,155.63
,,41.68,34.3,45.99,121.97
,,57.58,53.28,51.93,162.79
,,51.97,53.02,48.61,153.6
,,36.11,33.22,31.33,100.66
,,45.23,53.92,48.77,147.92
,,47.51,37.41,36.71,121.63
,,57.21,54.96,51.25,163.42
,,48.43,56.38,54.43,159.24
,,54.55,54.92,28.91,138.38
,,47.66,46.73,38.57,132.96
,,49.6,57.8,46.14,153.54
,,53.49,46.52,51.29,151.3
,,36.05,37.58,41.81,115.44
,,50.11,45.04,50.76,145.91
,,53.15,40.49,40.09,133.73
,,54.64,39.11,52.04,145.79
,,39.09,40.2,41.91,121.2
,,48.17,53.86,50.48,152.51
,,48.32,46.63,40.49,135.44
,,40.41,32.13,35.93,108.47
,,55.96,51.21,58.58,165.75
,,52.51,45.21,54.15,151.87
,,30.18,34.42,35.28,99.88
,,36.96,41.31,41.08,119.35
,,53.76,44.26,48.27,146.29
,,36.06,50,46.73,132.79
,,50.06,38.15,46.38,134.59
,,35.71,33.44,30.44,99.59
,,40.2,48.31,48.24,136.75
,,48.99,50.52,49.2,148.71
,,39.34,40.16,40.68,120.18
,,54.46,52.7,48.9,156.06
,,43.72,51.44,43.87,139.03
,,53.17,52.03,51.67,156.87
,,43.72,40.58,42.13,126.43
,,56.21,48.58,50.87,155.66
,,49.96,51.66,38.64,140.26
,,47.68,47.09,55.76,150.53
,,53.83,49.4,42.13,145.36
,,27.26,39.36,35.73,102.35
,,45.45,46.28,44.19,135.92
,,48.34,55.71,55.18,159.23
,,44.52,42.86,46.94,134.32
,,52.94,48.43,57.97,159.34
,,35.31,35.87,30.75,101.93
,,55.72,48.99,54.91,159.62
,,47.96,45.2,48.91,142.07
,,50.95,50.34,49.83,151.12
,,58.36,54.5,52.46,165.32
,,47.68,52.73,53.5,153.91
,,47.61,50.42,56.2,154.23
,,37.74,34.45,37.58,109.77
,,35.25,28.04,56.15,119.44
,,49.25,47.4,45.6,142.25
,,38.42,53.45,40.27,132.14
,,58.67,51.11,53.94,163.72
,,37.71,34.45,35.3,107.46
,,53.76,51.38,56.15,161.29
,,40.89,42.42,44.19,127.5
,,49.22,60.01,50.52,159.75
,,50.95,49.53,53.71,154.19
,,46.67,45.2,46.97,138.84
,,51.81,52.06,29.39,133.26
,,50.38,51.79,53.78,155.95
,,40.89,50.35,47.7,138.94
,,54.29,51.58,51.66,157.53
,,54.46,48.9,46.64,150
,,52.26,46.17,54.09,152.52
,,51.86,46.18,56.58,154.62
,,36.96,44.55,43.76,125.27
,,52.59,46.3,54.01,152.9
,,49.42,47.71,60.25,157.38
,,44.05,46.93,40.68,131.66
,,68.23,20.7,50.19,139.12
,,60.57,51.47,48.71,160.75
,,51.8,52.03,50.43,154.26
,,55.57,44.66,53.65,153.88
,,53.23,49.33,52.04,154.6
,,45.46,49.83,44.27,139.56
,,36.19,31.86,30.68,98.73
,,58,49.45,36.97,144.42
,,44.55,53.78,46.9,145.23
,,36.02,36.72,26.96,99.7
,,35.39,35.8,38.55,109.74
,,47.14,38.14,48.61,133.89
,,57.78,55.66,49.75,163.19
,,32.79,61.72,52.38,146.89
,,26.29,44.9,34.76,105.95
,,45.07,56.56,43.31,144.94
,,46.98,55.88,51.26,154.12
,,47.69,56.9,46.99,151.58
,,50.71,51.54,45.14,147.39
,,54.37,52.83,53.33,160.53
,,50.24,45.85,42.93,139.02
,,25.78,21.97,18.33,66.08
,,52.67,47.29,38.96,138.92
,,56.88,52.68,44.01,153.57
,,58.91,47.1,48.57,154.58
,,56.64,51.52,48.32,156.48
,,48.3,54.47,48.77,151.54
,,37.55,48.08,49.18,134.81
,,43.59,50.05,54.06,147.7
,,48.73,51.35,47.96,148.04
,,37.42,34.1,34.64,106.16
,,43.09,50.3,53.61,147
,,43.96,50.47,49,143.43
,,40.76,36.98,39.22,116.96
,,49.35,48.31,51.91,149.57
,,43.72,44.46,42.71,130.89
,,49.9,49.73,44.25,143.88
,,53.26,43.92,47.7,144.88
,,44.82,50.38,44.26,139.46
,,30.49,39.36,38.4,108.25
,,41.54,43.56,43.48,128.58
,,37.19,36.85,30.44,104.48
,,24.84,47.09,40.05,111.98
,,47.25,50.95,42.94,141.14
,,54.49,52.38,52.03,158.9
,,55.55,38.55,44.41,138.51
,,46.36,52.93,63.75,163.04
,,33.39,39.03,33.05,105.47
,,56.57,54.28,48.18,159.03
,,40.89,41.53,44.19,126.61
,,56.52,27.28,44.19,127.99
,,46.71,46,43.7,136.41
,,51.04,50.05,58.88,159.97
,,36.96,42.6,38.4,117.96
,,57.85,50.5,50.3,158.65
,,35.46,31.53,42.41,109.4
,,55.16,50.34,47.49,152.99
,,47.09,49.64,48.77,145.5
,,49.25,51.7,51.58,152.53
,,34.09,46.73,46.72,127.54
,,51.19,49.08,50.18,150.45
,,36.85,39.04,44.69,120.58
,,38.69,31.88,42.94,113.51
,,48.57,53.33,50.43,152.33
,,55.16,45.84,43.86,144.86
,,49.96,50.05,51.13,151.14
,,30.49,36.98,37.46,104.93
,,51.76,49.94,46.29,147.99
,,47.25,52.03,50.43,149.71
,,51.95,55.37,50.3,157.62
,,29.88,48.48,55.27,133.63
,,48.7,50.35,54.32,153.37
,,35.98,20.7,42.41,99.09
,,53.7,56.13,58.58,168.41
,,49.56,52.52,47.62,149.7
,,54.62,55.41,49.61,159.64
,,38.15,33.22,45.48,116.85
,,53.21,52.48,48.72,154.41
,,58.47,57.93,51.78,168.18
,,53.77,49.97,48.77,152.51
,,43.72,50.76,45.61,140.09
,,40.14,44.14,43.96,128.24
,,44.82,48.95,41.46,135.23
,,45.31,47.09,52.95,145.35
,,52.51,48.57,49,150.08
,,59.09,42.41,47.03,148.53
,,48.28,54.15,55.34,157.77
,,46.17,50.52,50.18,146.87
,,50.72,62.51,56.72,169.95
,,22.43,53.61,51.81,127.85
,,56.07,53.26,49.71,159.04
,,38.99,46.98,53.01,138.98
,,45.06,48.45,49.49,143
,,57.58,57.88,46.64,162.1
,,47.55,49.53,44.98,142.06
,,49.16,49.6,49.92,148.68
,,53.8,61.72,47.67,163.19
,,41.31,39.38,39.61,120.3
,,48.25,46.95,46.97,142.17
,,36.11,63.28,52.37,151.76
,,60.21,51.1,53.78,165.09
,,54.44,36.72,26.96,118.12
,,50.13,55.29,40.89,146.31
,,51.04,53.86,51.99,156.89
,,51.79,53.86,49.11,154.76
,,46.45,57.19,61.75,165.39
,,56.96,53.36,21.19,131.51
,,44.47,46.55,44.76,135.78
,,51.37,52.68,48.77,152.82
,,35.39,47.61,45.16,128.16
,,46.49,54.29,54.96,155.74
,,34.64,34.58,29.05,98.27
,,30.9,33.9,28.75,93.55
,,52.11,53.21,58.97,164.29
,,39.36,36.8,39.22,115.38
,,38.46,42.93,41.95,123.34
,,53.21,50.43,48.47,152.11
,,52.25,57.33,46.16,155.74
,,55.56,60.89,47.96,164.41
,,42.65,59.34,60.87,162.86
,,41.66,44.89,52.75,139.3
,,37.19,33.44,34.98,105.61
,,35.25,31.93,50.3,117.48
,,45.4,33.44,26.95,105.79
,,33.09,30.75,41.13,104.97
,,35.98,30.18,24.52,90.68
,,32.77,41.42,36.23,110.42
,,44.76,50.43,41.02,136.21
,,27.84,28.04,26.92,82.8
,,52.59,54.07,53.14,159.8
,,44.62,43.32,45.97,133.91
,,49.59,40.16,48.4,138.15
,,51.79,56.69,44.27,152.75
,,32.64,29.82,30.39,92.85
,,35.35,41.11,36.39,112.85
,,45.42,47.96,60.49,153.87
,,47.79,41.08,45.04,133.91
,,33.09,42.41,40.05,115.55
,,53.14,49.35,27.28,129.77
,,49.25,29.64,44.91,123.8
,,42.14,51.67,50.72,144.53
,,43.43,48.44,41.08,132.95
,,42.84,44.24,50.7,137.78
,,49.42,56.82,52.2,158.44
,,44.76,52.91,55.34,153.01
,,37.71,44.24,32.43,114.38
,,50,57.27,53.11,160.38
,,40.24,49.67,56.83,146.74
,,40.01,45.21,46.72,131.94
,,42.03,49.59,50.19,141.81
,,54.29,37.65,54.15,146.09
,,52.59,50.19,49.24,152.02
,,33.08,43.9,43.76,120.74
,,41.54,37.15,51.21,129.9
,,40.2,48.44,39.58,128.22
,,53.06,52.17,52.5,157.73
,,52.13,54.09,48.44,154.66
,,36.98,36.4,38.57,111.95
,,37.19,42.93,33.75,113.87
,,38.06,43.25,39.25,120.56
,,36.98,37.46,32.65,107.09
,,47.58,57.27,50.83,155.68
,,50.95,52.7,56.82,160.47
,,40.27,42.26,45.48,128.01
,,44.38,36.98,43.29,124.65
,,37.71,25.67,32.43,95.81
,,38.95,47.49,42.62,129.06
,,55.81,39.83,56.58,152.22
,,54.49,49.76,56.62,160.87
,,40.53,44.24,35.3,120.07
,,46.85,45.19,39.66,131.7
,,50.25,52.17,56.82,159.24
,,36.4,49.1,42.07,127.57
,,50.55,29.64,46.91,127.1
,,52.11,20.7,49.94,122.75
,,39.01,29.5,43.6,112.11
,,41.84,46.81,49.32,137.97
,,51.21,51.81,46.62,149.64
,,61.06,51.58,50.86,163.5
,,41.36,40.16,51.21,132.73
,,42.12,57,51.66,150.78
,,53.76,49.04,52.06,154.86
,,22.43,62.09,20.51,105.03
,,44.05,45.98,38.65,128.68
,,36.03,35.4,42.01,113.44
,,49.78,47.38,45.63,142.79
,,53.22,57.47,49.04,159.73
,,27.21,27.28,43.48,97.97
,,53.77,50.19,44.41,148.37
,,40.8,48.29,41.11,130.2
,,33.68,35.15,46.3,115.13
,,37.71,42.13,35.76,115.6
,,51.59,51.58,46.81,149.98
,,50.5,54.27,51.54,156.31
,,15.37,46.3,49.24,110.91
,,40.77,46.3,41.13,128.2
,,46.41,50.08,49.09,145.58
,,35.31,38.76,46.3,120.37
,,34.64,35.15,36.4,106.19
,,51.13,47.97,53.03,152.13
,,42.36,46.81,31.88,121.05
,,55.72,51.43,54.32,161.47
,,36.66,38.15,39.25,114.06
,,49,57.33,47.54,153.87
,,46.36,39.71,47.47,133.54
,,39.55,49.08,39.58,128.21
,,48.18,60.99,51.3,160.47
,,45.39,51.04,54.07,150.5
,,41.96,24.84,48.77,115.57
,,38.67,31.14,33.75,103.56
,,40.88,37.04,37.06,114.98
,,51.19,49.67,41.58,142.44
,,55.55,56.82,57.5,169.87
,,30.18,27.79,49.12,107.09
,,56.03,46.73,56.46,159.22
,,44.14,34.68,41.95,120.77
,,42.42,41.86,44.07,128.35
,,28.16,31.88,36.88,96.92
,,40.09,32.64,41.95,114.68
,,56.32,53.95,40.72,150.99
,,51.21,52.94,51.09,155.24
,,36.72,39.99,33.09,109.8
,,42.42,59.64,55.67,157.73
,,47.09,49.64,57.25,153.98
,,59.1,51.9,50.52,161.52
,,41.82,46.37,39.54,127.73
,,52.51,52.03,38.05,142.59
,,52.35,55.33,47.46,155.14
,,48.15,50.19,41.66,140
,,49,51.09,50.3,150.39
,,48.08,56.82,46.93,151.83
,,53.61,48.24,54.38,156.23
,,41.54,46.28,39.87,127.69
,,47.79,47.76,55.51,151.06
,,52.51,47.96,51.48,151.95
,,49,52.26,46.1,147.36
,,53.17,43.8,50.52,147.49
,,53.76,53.71,62,169.47
,,50.76,57.54,46.3,154.6
,,53.42,51.09,42.93,147.44
,,57.47,59.07,45.63,162.17
,,57.91,53.45,49.67,161.03
,,46.02,55.14,50.1,151.26
,,37.71,32.48,32.43,102.62
,,40.02,51.04,46.3,137.36
,,53.76,47.49,60.24,161.49
,,43.46,46,36.95,126.41
,,27.5,42.37,35.36,105.23
,,51.44,50.51,54.7,156.65
,,43.9,46.97,43.88,134.75
,,57.97,59.02,48.9,165.89
,,61.06,53.95,47.07,162.08
,,44.05,62.51,52.79,159.35
,,32.66,27.84,39.71,100.21
,,59.39,48.29,48.4,156.08
,,28.44,27.84,28.04,84.32
,,37.71,42.13,35.76,115.6
,,53.76,46.71,50.25,150.72
,,40.02,49.19,40.68,129.89
,,48.75,55.37,42.41,146.53
,,49.69,51.67,62.78,164.14
,,30.49,37.46,34.92,102.87
,,54.97,49.42,50.05,154.44
,,42.14,41.96,46.43,130.53
,,54.46,50.59,53.22,158.27
,,41.96,46.43,45.04,133.43
,,32.64,29.82,31.89,94.35
,,35.98,31.53,30.75,98.26
,,50.95,51.64,49.62,152.21
,,46.66,54.08,50.1,150.84
,,55.21,46.29,44.02,145.52
,,37.71,33.85,44.24,115.8
,,54.8,57.54,42.41,154.75
,,48.75,56.1,54.07,158.92
,,50.95,47.46,42.4,140.81
,,27.84,31.93,29.43,89.2
,,55.15,51.43,56.73,163.31
,,56.37,53.62,48.58,158.57
,,46.36,51.38,59.07,156.81
,,53.78,50.66,27.28,131.72
,,47.79,45.19,53.25,146.23
,,49.96,46.41,33.79,130.16
,,52.25,50.5,53.83,156.58
,,51.95,28.2,48.31,128.46
,,33.09,47.68,35.68,116.45
,,52.51,58.69,52.4,163.6
,,50.76,56.82,51.44,159.02
,,42.36,50.3,42.35,135.01
,,49.52,47.71,50.1,147.33
,,53.06,52.17,48.18,153.41
,,53.83,51.9,54.32,160.05
,,29.88,20.81,38.15,88.84
,,59.11,50.5,55.54,165.15
,,49.69,42.94,50.43,143.06
,,33.09,19.86,26.95,79.9
,,50.06,50.6,50.3,150.96
,,48.31,51.44,46.29,146.04
,,39.71,31.61,31.93,103.25
,,40.76,45.19,42.01,127.96
,,44.62,31.88,32.61,109.11
,,46.67,44.55,43.76,134.98
,,44.05,44.55,47.63,136.23
,,48.26,48.46,48.97,145.69
,,58.31,50.01,48.31,156.63
,,57.82,53.06,51.21,162.09
,,40.24,46.28,47.09,133.61
,,46.75,53.74,50.7,151.19
,,51.86,48.57,51.3,151.73
,,43.14,47.68,47.9,138.72
,,52.79,56.21,52.51,161.51
,,31.69,33.44,26.95,92.08
,,38.95,63.75,48.71,151.41
,,52.25,60.74,50.4,163.39
,,49.78,60.83,47.93,158.54
,,35.35,32.64,37.91,105.9
,,37.71,36.8,42.71,117.22
,,34.87,34.42,30.75,100.04
,,46.71,46.81,46.51,140.03
,,37.33,31.53,30.75,99.61
,,58.35,53.95,50.3,162.6
,,54.37,46.3,53.14,153.81
,,48.34,46,48.19,142.53
,,53.76,41.62,40.98,136.36
,,43.62,49.37,41.02,134.01
,,52.51,48.86,49.04,150.41
,,47.25,46.81,45.94,140
,,46.36,56.05,44.7,147.11
,,53.76,48.18,53.02,154.96
,,40.41,41.7,38.68,120.79
,,40.89,48.99,47.09,136.97
,,30.49,36.98,42.88,110.35
,,50.23,46.81,59.44,156.48
,,41.24,42.13,35.1,118.47
,,54.16,53.92,59.57,167.65
,,37.71,32.48,32.43,102.62
,,28.44,31.55,28.04,88.03
,,48.75,53.21,46.3,148.26
,,50.06,52.16,46.09,148.31
,,34.09,39.51,31.57,105.17
,,35.98,31.53,30.75,98.26
,,50.25,44.26,46.74,141.25
,,43.8,38.15,39.25,121.2
,,39.4,39.25,40.37,119.02
,,50.66,52.38,50.7,153.74
,,38.26,40.89,39.49,118.64
,,46.02,43.49,45.6,135.11
,,27.84,26.92,30.2,84.96
,,42.14,48.31,44.25,134.7
,,53.76,53.71,47.38,154.85
,,50,41.86,56.73,148.59
,,43.72,44.46,46.19,134.37
,,47.25,49.04,47.49,143.78
,,41.36,46.7,50.19,138.25
,,35.35,38.96,35.48,109.79
,,51.41,59.11,54.01,164.53
,,38.04,41.89,34.6,114.53
,,52.17,45.58,46.38,144.13
,,40.76,44.38,43.03,128.17
,,31.69,33.44,26.95,92.08
,,54.46,51.78,55.67,161.91
,,59.68,47.68,50.52,157.88
,,54.83,50.05,52.69,157.57
,,35.73,36.31,31.17,103.21
,,36.64,42.41,37.07,116.12
,,36.03,37.54,53.99,127.56
,,60.08,52.17,53.94,166.19
,,53.76,57.6,46.21,157.57
,,52.59,47.43,50.19,150.21
,,56.74,46.24,56.03,159.01
,,54.5,58.49,56.62,169.61
,,35.73,39.22,33.14,108.09
,,46.85,55.37,50.05,152.27
,,43.73,54.54,46.16,144.43
,,54.54,48.46,57.5,160.5
,,52.13,48.43,51.13,151.69
,,42.37,43.29,49.67,135.33
,,59.55,59.34,53.62,172.51
,,48.7,51.7,50.7,151.1
,,43.3,31.88,46.73,121.91
,,59.55,54.15,49.61,163.31
,,34.09,28.44,36.66,99.19
,,54.46,49.01,46.74,150.21
,,47.31,49.73,50.18,147.22
,,41.7,33.93,39.82,115.45
,,44.8,44.24,44.89,133.93
,,51.21,55.64,55.37,162.22
,,36.2,38.1,40.27,114.57
,,56.21,49.11,45.04,150.36
,,54.37,52.25,49.65,156.27
,,46.87,54.76,53,154.63
,,51.95,51.81,50.3,154.06
,,46.03,47.42,42.65,136.1
,,32.64,32.25,31.89,96.78
,,38.69,50,41.42,130.11
,,57.67,46.1,50.05,153.82
,,25.2,26.84,31.89,83.93
,,50.52,28.15,27.58,106.25
,,54.96,61.88,46.3,163.14
,,31.69,33.44,30.44,95.57
,,56.14,57.54,50.19,163.87
,,55.64,51.09,48.43,155.16
,,48.05,27.28,32.95,108.28
,,47.68,43.68,52.11,143.47
,,57,50.38,50.3,157.68
,,42.65,39.69,50.58,132.92
,,28.87,26.63,32.36,87.86
,,34.64,28.87,30.14,93.65
,,45.28,45.21,45.48,135.97
,,53.76,49.62,46.11,149.49
,,50.47,48.83,51.62,150.92
,,49.05,52.25,48.77,150.07
,,36.98,37.46,32.65,107.09
,,48.08,50.32,41.13,139.53
,,50.23,52.25,31.32,133.8
,,52.49,58.47,55.78,166.74
,,50.18,47.96,56.72,154.86
,,59.11,50.19,51.39,160.69
,,53.77,47.68,46.3,147.75
,,45.31,39.25,48.34,132.9
,,46.17,41.11,40.32,127.6
,,48.57,36.88,46.72,132.17
,,52.97,43.76,45.04,141.77
,,55.55,42.41,49.24,147.2
,,52.51,47.55,52.4,152.46
,,46.75,46.18,54.72,147.65
,,50.46,45.04,51.4,146.9
,,57.97,56.82,54.32,169.11
,,43.73,43.35,50.76,137.84
,,35.35,26.84,29.82,92.01
,,50.95,45.05,53.11,149.11
,,46.87,46.24,47.32,140.43
,,31.45,40.94,35.36,107.75
,,52.26,52.52,59.88,164.66
,,53.76,52.16,55.11,161.03
,,33.44,30.44,30.41,94.29
,,43.92,58.23,55.67,157.82
,,46.73,42.37,47.68,136.78
,,59.89,47.38,49.09,156.36
,,62.41,53.23,50.86,166.5
,,54.43,29.64,52.24,136.31
,,42.6,48.58,45.04,136.22
,,57.2,41.53,54.26,152.99
,,36.59,42.41,35.68,114.68
,,48.88,48.24,56.2,153.32
,,60.25,53.62,62.5,176.37
,,55.38,54.61,56.13,166.12
,,49.22,53.33,42.94,145.49
,,52.69,53.99,41.69,148.37
,,64.15,51.62,49.65,165.42
,,36.98,32.43,40.98,110.39
,,50.23,58.94,51.78,160.95
,,38.15,37.44,34.55,110.14
,,38.26,47.14,43.76,129.16
,,52.69,56.93,48.97,158.59
,,52.13,48.44,49.4,149.97
,,43.82,42.41,39.41,125.64
,,50.95,40.26,39.15,130.36
,,46.59,31.88,50.52,128.99
,,54.62,54.12,51.96,160.7
,,47.58,47.96,47.55,143.09
,,65.19,51.67,55.41,172.27
,,36.98,36.26,37.16,110.4
,,49.42,49.11,53.47,152
,,57.48,55.21,37.16,149.85
,,45.39,46.7,50.19,142.28
,,56.82,53.7,52.62,163.14
,,48.2,46.1,31.88,126.18
,,35.71,44.67,39.99,120.37
,,52.69,51.09,56.2,159.98
,,41.54,48.99,39.87,130.4
,,50.06,45.15,40.95,136.16
,,33.09,49.97,42.31,125.37
,,31.98,35.21,38.15,105.34
,,50.47,50.3,53.61,154.38
,,48.08,56.82,46.18,151.08
,,54.62,44.72,58.24,157.58
,,42.14,42.6,41.08,125.82
,,40.2,46.49,50.18,136.87
,,52.97,50.72,49.7,153.39
,,46.68,54.07,37.07,137.82
,,53.78,51.67,51.25,156.7
,,36.96,39.36,41.08,117.4
,,52.26,48.95,51.66,152.87
,,48.84,52.7,51.06,152.6
,,27.84,28.04,32.76,88.64
,,35.34,32.25,33.58,101.17
,,44.14,49.19,54.72,148.05
,,43.96,31.88,40.67,116.51
,,42.65,59.94,44.46,147.05
,,55.72,29.64,44.25,129.61
,,41.49,44.55,41.08,127.12
,,42.37,43.29,44.45,130.11
,,47.52,50.3,40.37,138.19
,,35.98,35.15,30.75,101.88
,,35.34,41.95,43.72,121.01
,,27.26,39.36,24.25,90.87
,,54.91,49.65,47.96,152.52
,,46.67,29.64,40.25,116.56
,,53.18,50.19,45.18,148.55
,,57.66,55.1,48.24,161
,,33.5,35.35,36.82,105.67
,,43.57,36.98,42.55,123.1
,,36.8,45.04,32.48,114.32
,,31.88,30.18,30.2,92.26
,,37.71,39.22,33.14,110.07
,,45.31,50.34,51.96,147.61
,,47.58,50.17,48.16,145.91
,,49.08,41.08,50.87,141.03
,,55.15,50.52,38.05,143.72
,,40.41,28.97,36.66,106.04
,,27.21,27.28,47.09,101.58
,,42.37,45.05,45.27,132.69
,,55.47,48.43,48.4,152.3
,,43.46,40.35,48.72,132.53
,,55.86,49.53,50.34,155.73
,,48.7,51.44,58.94,159.08
,,54.31,58.33,49.84,162.48
,,56.82,57.33,48.77,162.92
,,52.25,43.68,31.32,127.25
,,53.61,56.8,50.44,160.85
,,55.15,31.88,52.03,139.06
,,30.18,28.39,50.58,109.15
,,43.83,53.95,50.3,148.08
,,41.98,42.85,47.08,131.91
,,51.65,45.84,44.58,142.07
,,46.11,47.69,48.4,142.2
,,37.71,41,41.02,119.73
,,40.02,40.16,44.19,124.37
,,42.92,41.95,41.7,126.57
,,52.11,53.93,55.96,162
,,46.17,47.76,55.51,149.44
,,46.17,45.19,45.94,137.3
,,37.19,39.25,37.06,113.5
,,24.84,40.27,47.54,112.65
,,50.06,44.46,48.09,142.61
,,34.09,35.36,44.24,113.69
,,43.49,57.13,50.7,151.32
,,35.98,31.53,28.87,96.38
,,46.02,46.64,49.5,142.16
,,27.84,31.93,29.84,89.61
,,43.73,50.19,41.13,135.05
,,35.98,47.43,32.63,116.04
,,48.84,44.26,43.86,136.96
,,58.5,50.76,53.06,162.32
,,50.06,39.71,47.47,137.24
,,36.98,37.46,32.65,107.09
,,33.5,33.44,30.44,97.38
,,45.4,40.27,44.11,129.78
,,50.06,52.93,52.06,155.05
,,42.65,35.36,46.72,124.73
,,44.14,55.78,51.21,151.13
,,51.19,53.06,40.25,144.5
,,33.09,50.19,40.05,123.33
,,53.83,47.38,48.71,149.92
,,47.14,50.36,47.69,145.19
,,55.15,55.82,56.62,167.59
,,58.47,51.7,54.32,164.49
,,56.52,27.28,45.59,129.39
,,47.25,46,43.72,136.97
,,52.7,53.76,48.27,154.73
,,47.53,47.53,59.14,154.2
,,37.71,34.45,32.43,104.59
,,50.54,46.73,50.43,147.7
,,61.55,52.32,51.25,165.12
,,47.68,53.92,59.25,160.85
,,45.3,50.36,52.51,148.17
,,40.2,39.36,36.8,116.36
,,28.87,29.44,33.34,91.65
,,43.04,29.84,20.95,93.83
,,42.12,36.11,53.99,132.22
,,49.11,42.7,51.8,143.61
,,53.61,32.64,35.48,121.73
,,52.25,48.46,53.14,153.85
,,40.2,40.66,41.08,121.94
,,41.31,43.76,42.13,127.2
,,50.06,49.04,48.86,147.96
,,36.96,37.46,32.92,107.34
,,39.36,36.8,42.13,118.29
,,48.14,48.48,46.02,142.64
,,48.08,40.16,54.72,142.96
,,38.33,45.04,30.2,113.57
,,49.42,46.81,51.57,147.8
,,54.9,54.97,46.81,156.68
,,49.88,52.86,52.03,154.77
,,59.11,47.09,44.69,150.89
,,42.84,47.68,47.7,138.22
,,49.08,49.65,45.04,143.77
,,51.8,50.43,51.9,154.13
,,54.12,60.43,54.07,168.62
,,54.37,61.88,50.19,166.44
,,54.5,62,57.96,174.46
,,54.49,58.1,54.31,166.9
,,42.64,45.71,42.94,131.29
,,47.41,53.21,49.94,150.56
,,35.35,37.54,42.93,115.82
,,56.14,50.32,57.96,164.42
,,38.06,47.76,47.85,133.67
,,51.58,47.62,51.81,151.01
,,52.49,52.38,48.24,153.11
,,49.42,53.93,49.19,152.54
,,48.75,53.21,50.19,152.15
,,38.95,55.27,53.81,148.03
,,52.35,57.97,47.49,157.81
,,55.15,50.52,50.43,156.1
,,43.72,60.24,45.61,149.57
,,53.06,50.06,58.26,161.38
,,58.31,48.44,53.93,160.68
,,38,47.43,50.19,135.62
,,37.71,31.57,31.86,101.14
,,46.17,51.81,50.08,148.06
,,45.46,41,44.53,130.99
,,38.69,47.14,35.36,121.19
,,53.91,54.42,50.7,159.03
,,45.45,47.63,43.48,136.56
,,24.84,60.74,43.54,129.12
,,53.76,52.16,59.96,165.88
,,48.34,48.43,47.09,143.86
,,44.82,46.17,44.38,135.37
,,24.84,40.27,40.05,105.16
,,25.2,26.84,35.34,87.38
,,50.25,51.11,50.06,151.42
,,53.76,53.22,46.02,153
,,36.64,49.97,45.28,131.89
,,63.24,57.47,48.27,168.98
,,40.35,35.69,43.29,119.33
,,35.25,55.27,44.46,134.98
,,27.21,40.16,16.1,83.47
,,36.98,33.79,39.82,110.59
,,43.43,46.43,45.04,134.9
,,53.76,48.27,41.53,143.56
,,46.59,41.89,48.29,136.77
,,51.84,54.91,50.72,157.47
,,65.38,41.53,58.58,165.49
,,42.76,40.35,33.11,116.22
,,48.05,59.85,50.7,158.6
,,37.38,42.37,39.15,118.9
,,47.09,40.37,45.83,133.29
,,47.68,47.09,49.65,144.42
,,35.25,47.49,35.69,118.43
,,44.05,41.65,42.41,128.11
,,47.4,44.67,54.72,146.79
,,46.9,53.76,43.6,144.26
,,41.11,46.37,47.49,134.97
,,19.34,20.53,39.71,79.58
,,45.98,54.07,28.74,128.79
,,48.57,50.47,46.73,145.77
,,53.61,49.42,50.05,153.08
,,49,51.81,56.2,157.01
,,43.12,33.44,40.12,116.68
,,53.83,51.43,50.52,155.78
,,59.05,54.32,45.48,158.85
,,38.69,31.88,41.42,111.99
,,36.96,40.89,37.46,115.31
,,59.6,53.26,57.81,170.67
,,53.45,45.98,46.3,145.73
,,45.4,43.68,42.97,132.05
,,36.98,26.92,38.08,101.98
,,37.23,46.3,36.55,120.08
,,54.83,48.43,48.19,151.45
,,32.69,28.44,35.93,97.06
,,36.7,41.11,40.72,118.53
,,45.31,42.93,48.31,136.55
,,44.82,46.71,44.38,135.91
,,57.48,61.88,50.69,170.05
,,59.03,51.81,52.51,163.35
,,51.59,46.81,46,144.4
,,47.91,31.88,49.76,129.55
,,41.36,39.48,42.41,123.25
,,40.94,42.93,38.04,121.91
,,33.09,31.53,30.75,95.37
,,51.64,42.65,52.16,146.45
,,43.43,51.67,49.11,144.21
,,46.75,57.13,61.54,165.42
,,45.5,38.55,46.16,130.21
,,57.12,61.88,38.05,157.05
,,33.44,33.75,37.83,105.02
,,51.8,54.15,51.33,157.28
,,45.31,53.92,52.95,152.18
,,53.83,46.18,48.29,148.3
,,43.35,47.96,46.75,138.06
,,39.4,39.25,39.71,118.36
,,60.42,52.49,51.91,164.82
,,43.72,41.53,42.71,127.96
,,36.8,39.22,31.17,107.19
,,36.64,43.12,40.05,119.81
,,63.08,54.12,55.58,172.78
,,53.21,56.07,54.19,163.47
,,51.84,56.86,52.32,161.02
